timestamp,log_level,source,request_id,user_id,project_id,internal_ip,request,status_code,response_length,response_time,time_delta,is_error,response_time_normalized,is_anomalous,is_anomalous_svm
2017-05-14 19:39:01.445,INFO,nova.osapi_compute.wsgi.server,5a2050e7-b381-4ae9-92d2-8b08e9f9f4c0,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1583.0,0.1919448,,0,-0.12811639240941,False,False
2017-05-14 19:39:01.650,INFO,nova.osapi_compute.wsgi.server,c26a7d54-55ab-412e-947f-421a2cb934fc,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/3edec1e4-9678-4a3a-a21b-a145a4ee5e61 HTTP/1.1,200.0,1708.0,0.201158,0.205,0,-0.125044080482753,False,False
2017-05-14 19:39:02.924,INFO,nova.osapi_compute.wsgi.server,eb681812-78ae-4a9f-9e2a-96e505285512,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1759.0,0.269839,0.917,0,-0.1021411308632146,False,False
2017-05-14 19:39:03.201,INFO,nova.osapi_compute.wsgi.server,050312b7-c94e-4773-9319-c330e1f3fdaa,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1759.0,0.2721701,0.035,0,-0.1013637824574239,False,False
2017-05-14 19:39:04.482,INFO,nova.osapi_compute.wsgi.server,1e8474d7-f02c-4387-87a6-683c94287696,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.2753191,1.281,0,-0.1003136901705917,False,False
2017-05-14 19:39:04.747,INFO,nova.osapi_compute.wsgi.server,47de1e9d-000c-47b6-b424-c8cbaf0048c3,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.2607281,0.265,0,-0.1051793289629605,False,False
2017-05-14 19:39:06.009,INFO,nova.osapi_compute.wsgi.server,6f641f5f-9dac-4c59-a445-b43e58482f58,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.256041,1.262,0,-0.1067423291400363,False,False
2017-05-14 19:39:06.278,INFO,nova.osapi_compute.wsgi.server,673d3e7b-9c65-461a-a48c-66af15d4d0e7,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.2658279,0.269,0,-0.1034787063385124,False,False
2017-05-14 19:39:07.549,INFO,nova.osapi_compute.wsgi.server,2917bb4d-38bd-4ae8-8729-6dce587d46e7,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.2639439,1.271,0,-0.1041069609807455,False,False
2017-05-14 19:39:07.798,INFO,nova.osapi_compute.wsgi.server,888bb049-66b4-4802-8cdf-386c2d116c0c,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.244803,0.249,0,-0.110489848072847,False,False
2017-05-14 19:39:09.062,INFO,nova.osapi_compute.wsgi.server,f635e889-a850-4c89-a10f-505c5a023f89,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.258148,1.264,0,-0.106039711023696,False,False
2017-05-14 19:39:09.330,INFO,nova.osapi_compute.wsgi.server,c7d137bb-3573-427e-876c-c861aff95551,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.2636831,0.268,0,-0.1041939295639166,False,False
2017-05-14 19:39:10.593,INFO,nova.osapi_compute.wsgi.server,fd83b57c-260f-4ea7-8d3a-e4ea0a2932bc,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.2585728,0.933,0,-0.1058980536075492,False,False
2017-05-14 19:39:10.857,INFO,nova.osapi_compute.wsgi.server,636a4566-1c6f-4a18-abbc-fcdca13ae23f,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.258554,0.264,0,-0.1059043228152317,False,False
2017-05-14 19:39:12.121,INFO,nova.osapi_compute.wsgi.server,3b966353-9948-4759-812d-ca5a5d8cefc3,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.2589438,1.264,0,-0.1057743367963663,False,False
2017-05-14 19:39:12.395,INFO,nova.osapi_compute.wsgi.server,fc0c20c4-061f-4cde-a985-8ab3bd19be9c,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.2693439,0.274,0,-0.1023062311144723,False,False
2017-05-14 19:39:13.667,INFO,nova.osapi_compute.wsgi.server,cc2d7969-57ea-46b5-a9b5-03e0335a3563,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.266376,1.272,0,-0.1032959322570857,False,False
2017-05-14 19:39:13.929,INFO,nova.osapi_compute.wsgi.server,001cec7f-8dae-4a44-b89e-c1fc054123da,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.2572,0.262,0,-0.106355839155775,False,False
2017-05-14 19:39:15.203,INFO,nova.osapi_compute.wsgi.server,3127022f-f330-4686-83b7-f6c8e087fc53,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.2673762,0.007,0,-0.1029623970696326,False,False
2017-05-14 19:39:15.473,INFO,nova.osapi_compute.wsgi.server,4fc0cc63-003d-4710-9ef3-ecccecddff08,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.2675302,0.092,0,-0.1029110429215945,False,False
2017-05-14 19:39:16.900,INFO,nova.osapi_compute.wsgi.server,94c35dc5-d1ba-437c-bd36-12e71c4e8ea5,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.4216759,1.427,0,-0.0515083085238937,False,False
2017-05-14 19:39:17.166,INFO,nova.osapi_compute.wsgi.server,994d8d02-9b6d-4b2c-b58c-a402511587fb,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.2622859,0.266,0,-0.1046598517433901,False,False
2017-05-14 19:39:18.431,INFO,nova.osapi_compute.wsgi.server,5fac9844-fb00-48ef-8b08-6435ba526e2a,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.259944,1.265,0,-0.1054408016089133,False,False
2017-05-14 19:39:18.693,INFO,nova.osapi_compute.wsgi.server,59e66e9d-b914-4bfd-b3ad-df27de497001,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.257427,0.262,0,-0.1062801418076928,False,False
2017-05-14 19:39:19.968,INFO,nova.osapi_compute.wsgi.server,6b8024bd-6e56-46f4-8584-e9e60471fe69,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.269413,1.275,0,-0.1022831884415539,False,False
2017-05-14 19:39:20.236,INFO,nova.osapi_compute.wsgi.server,085c6990-0d46-47b6-b623-bbb71d467c0c,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.2638462,0.268,0,-0.1041395408525853,False,False
2017-05-14 19:39:21.613,INFO,nova.osapi_compute.wsgi.server,1752fed8-1b93-4940-a7fc-abc4cbe6d960,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.3712389,0.992,0,-0.0683274589433789,False,False
2017-05-14 19:39:21.875,INFO,nova.osapi_compute.wsgi.server,414cc721-849a-4f63-88d0-2cbc53303553,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1893.0,0.25699,0.262,0,-0.1064258675394634,False,False
2017-05-14 19:39:22.570,INFO,nova.osapi_compute.wsgi.server,f2e0dc94-6f72-42e9-9b92-39dde4ae1618,f7b8d1f1d4d44643b07fa10ca7d021fb,e9746973ac574c6b8a9e8857f56a7608,10.11.10.1,POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1,200.0,380.0,0.0929029,0.006,0,-0.1611437456209731,False,False
2017-05-14 19:39:23.162,INFO,nova.osapi_compute.wsgi.server,0515facd-3b32-465d-a2dc-0c2c09e6d3b9,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1910.0,0.2813671,0.408,0,-0.0982968727203657,False,False
2017-05-14 19:39:23.451,INFO,nova.osapi_compute.wsgi.server,84bfaa8b-23a4-4dc5-9b73-e7a9bf525745,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1910.0,0.284658,0.289,0,-0.0971994612542697,False,False
2017-05-14 19:39:29.061,INFO,nova.metadata.wsgi.server,7af179fc-065f-4fc1-af95-57cbdc4fc589,-,-,10.11.11.225,GET /openstack/2012-08-10/meta_data.json HTTP/1.1,200.0,264.0,0.224663,3.211,0,-0.1172059035370584,False,False
2017-05-14 19:39:29.482,INFO,nova.metadata.wsgi.server,bc077004-1c52-4c12-8153-2c2ba159896b,-,-,10.11.11.225,GET /openstack/2013-10-17 HTTP/1.1,200.0,157.0,0.4092629,0.421,0,-0.0556476529368657,False,False
2017-05-14 19:39:29.711,INFO,nova.osapi_compute.wsgi.server,d1a646cc-b7b8-4a63-963e-40051488cb7f,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/3edec1e4-9678-4a3a-a21b-a145a4ee5e61 HTTP/1.1,204.0,203.0,0.2484462,0.229,0,-0.1092749556564013,False,False
2017-05-14 19:39:29.734,INFO,nova.metadata.wsgi.server,9babc68d-c6e9-4a18-aa95-d9d320f603db,-,-,10.11.11.225,GET /openstack/2013-10-17/vendor_data.json HTTP/1.1,200.0,124.0,0.240591,0.023,0,-0.1118944173685401,False,False
2017-05-14 19:39:29.750,INFO,nova.metadata.wsgi.server,,,,10.11.11.225,GET /openstack/2013-10-17/vendor_data.json HTTP/1.1,200.0,124.0,0.0009141,0.007,0,-0.1918191121992378,False,False
2017-05-14 19:39:29.765,INFO,nova.metadata.wsgi.server,,,,10.11.11.225,GET /openstack/2013-10-17/user_data HTTP/1.1,404.0,176.0,0.000735,0.015,0,-0.1918788364064692,False,True
2017-05-14 19:39:29.984,INFO,nova.osapi_compute.wsgi.server,b6fc2264-9889-48b9-933c-0d66b8332f67,113d3a99c3da401fbd62cc2caa5b96d2,54fadb412c4e40cdbaed9335e4c35a9e,10.11.10.1,GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200.0,1916.0,0.269176,0.025,0,-0.1023622204745736,False,False
